SSC,FLT,ORG,DES,STD,STA,FLO,MON,TUE,WED,THU,FRI,SAT,SUN,FSD,FED,IRR
S19,H1705,ARP4,ARP3,16:05,17:15,H,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,J1810,ARP4,ARP3,16:10,17:15,J,Y,,,Y,,,,20190701,20190729,N
S19,J1834,ARP12,ARP3,16:15,17:15,J,,,,,Y,,Y,20190331,20191025,N
S19,L1807,ARP4,ARP3,16:25,17:30,L,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,F1304,ARP3,ARP13,16:25,17:15,F,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,J1810,ARP4,ARP3,16:30,17:35,J,Y,,,Y,,,,20190801,20191024,N
S19,J1824,ARP5,ARP3,16:30,17:35,J,,,,,,,Y,20190407,20191020,N
S19,L1905,ARP8,ARP3,16:30,17:15,L,Y,,Y,,Y,,,20190331,20191026,N
S19,A1146,ARP3,ARP8,16:35,17:25,A,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,J1813,ARP3,ARP4,16:40,17:45,J,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,J1908,ARP8,ARP3,16:45,17:45,J,,Y,,Y,,,,20190730,20190829,N
S19,J1908,ARP8,ARP3,16:45,17:45,J,Y,,Y,,Y,Y,Y,20190729,20190901,N
S19,J1908,ARP8,ARP3,16:45,17:45,J,,Y,,,,,,20190507,20190723,N
S19,J1908,ARP8,ARP3,16:45,17:45,J,Y,Y,Y,Y,Y,Y,Y,20190902,20191026,N
S19,J1908,ARP8,ARP3,16:45,17:45,J,Y,,Y,Y,Y,Y,Y,20190429,20190728,N
S19,H1606,ARP3,ARP8,16:50,17:40,H,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,M1363,ARP10,ARP3,16:50,18:10,M,Y,Y,Y,Y,Y,Y,Y,20190901,20191026,N
S19,I1564,ARP3,ARP2,12:50,14:05,I,Y,Y,,Y,Y,,Y,20190624,20191026,N
S19,I1564,ARP3,ARP2,12:40,13:40,I,Y,Y,Y,Y,Y,Y,Y,20190624,20191026,N
S19,J1335,ARP9,ARP1,10:15,11:15,J,Y,Y,Y,Y,,,,20190704,20190731,N
S19,H1503,ARP2,ARP3,8:00,9:00,H,Y,Y,Y,Y,Y,Y,Y,20190705,20191026,N
S19,H1503,ARP2,ARP3,8:00,9:00,H,,Y,,Y,,Y,,20190705,20191026,N
S19,H1201,ARP2,ARP1,7:10,8:05,H,,Y,,Y,,Y,,20190705,20191026,N
S19,H1201,ARP2,ARP1,7:10,8:05,H,Y,Y,Y,Y,Y,Y,Y,20190705,20191026,N
S19,M1363,ARP10,ARP3,16:55,18:15,M,Y,Y,Y,Y,Y,Y,Y,20190701,20190831,N
S19,J1959,ARP3,ARP6,16:55,18:00,J,,Y,,Y,,Y,,20190430,20191026,N
S19,F1703,ARP6,ARP3,17:05,18:05,F,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,A1235,ARP6,ARP3,17:10,18:20,A,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,I1587,ARP6,ARP3,17:15,18:25,I,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,J1960,ARP6,ARP3,17:20,18:25,J,Y,,Y,,Y,,Y,20190403,20191025,N
S19,H1854,ARP3,ARP6,17:20,18:45,H,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,I1558,ARP3,ARP6,17:25,18:35,I,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,A1128,ARP3,ARP4,17:25,18:30,A,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,J1812,ARP4,ARP3,17:35,18:40,J,,Y,,Y,Y,Y,Y,20190531,20191026,N
S19,H1706,ARP3,ARP4,17:35,18:40,H,,Y,Y,Y,,,,20190331,20191026,N
S19,H1706,ARP3,ARP4,17:35,18:35,H,,,,,,Y,,20190331,20191026,N
S19,J1812,ARP4,ARP3,17:35,18:40,J,Y,,Y,,,,,20190415,20191023,N
S19,B1306,ARP3,ARP5,17:45,18:55,B,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,A1148,ARP3,ARP8,17:45,18:40,A,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,J1911,ARP3,ARP8,17:50,18:50,J,,,,,Y,,,20190809,20191025,N
S19,J1911,ARP3,ARP8,17:50,18:50,J,Y,Y,Y,Y,,Y,Y,20190730,20191026,N
S19,J1911,ARP3,ARP8,17:50,18:50,J,Y,,,,Y,,,20190729,20190802,N
S19,H1202,ARP1,ARP2,6:20,7:35,H,Y,,Y,,Y,,Y,20190705,20191026,N
S19,L1811,ARP4,ARP3,7:40,8:45,L,,Y,,Y,,Y,,20190723,20190831,Y
S19,H1913F,ARP4,ARP7,21:00,21:50,H,,,Y,,,,,20190724,20190807,Y
S19,H1913F,ARP4,ARP7,5:35,6:25,H,,,,,,,Y,20190724,20190807,Y
S19,H1913F,ARP7,ARP4,9:25,10:15,H,,,Y,,,,,20190724,20190807,Y
S19,J1911,ARP3,ARP8,17:50,18:50,J,Y,,,,,,,20190520,20190722,N
S19,J1911,ARP3,ARP8,17:50,18:50,J,,Y,Y,Y,Y,Y,Y,20190521,20190728,N
S19,F1303,ARP13,ARP3,17:55,18:45,F,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,B1207,ARP4,ARP3,17:55,18:55,B,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,A1147,ARP8,ARP3,18:00,18:55,A,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,L1806,ARP3,ARP4,18:05,19:05,L,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,L1932,ARP3,ARP7,18:10,19:00,L,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,H1706,ARP3,ARP4,18:15,19:10,H,Y,,,,Y,,Y,20190331,20191026,N
S19,J1935,ARP3,ARP9,18:15,19:15,J,,,,,Y,,Y,20190331,20191025,N
S19,J1814,ARP4,ARP3,18:20,19:25,J,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,H1605,ARP8,ARP3,18:30,19:20,H,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,J1960,ARP6,ARP3,18:40,19:45,J,,Y,,Y,,Y,,20190430,20191026,N
S19,F1704,ARP3,ARP6,18:45,19:45,F,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,I1594,ARP3,ARP8,19:05,19:55,I,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,L1808,ARP3,ARP4,19:10,20:10,L,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,A1129,ARP4,ARP3,19:10,20:15,A,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,J1857,ARP3,ARP14,19:10,20:20,J,,Y,,Y,,Y,Y,20190518,20191026,N
S19,I1559,ARP6,ARP3,19:20,20:30,I,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,A1149,ARP8,ARP3,19:20,20:15,A,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,J1910,ARP8,ARP3,19:25,20:25,J,Y,Y,Y,Y,,Y,Y,20190730,20191026,N
S19,J1910,ARP8,ARP3,19:25,20:25,J,Y,,,,Y,,,20190729,20190802,N
S19,J1910,ARP8,ARP3,19:25,20:25,J,,Y,Y,Y,Y,Y,Y,20190521,20190728,N
S19,J1910,ARP8,ARP3,19:25,20:25,J,Y,,,,,,,20190520,20190722,N
S19,J1910,ARP8,ARP3,19:25,20:25,J,,,,,Y,,,20190809,20191025,N
S19,J1335,ARP9,ARP1,10:15,11:15,J,,,,,,Y,,20190725,20190727,N
S19,J1535,ARP11,ARP1,10:25,11:20,J,,,,,,Y,Y,20190725,20190731,N
S19,H1853,ARP6,ARP3,19:25,20:35,H,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,A1182,ARP3,ARP12,19:30,20:20,A,,,,,Y,,Y,20190331,20191026,N
S19,B1206,ARP3,ARP4,19:35,21:00,B,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,L1809,ARP4,ARP3,19:35,20:35,L,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,J1961,ARP3,ARP6,20:25,21:30,J,,Y,,Y,,Y,,20190402,20191026,N
S19,A1236,ARP3,ARP6,20:35,21:45,A,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,I1595,ARP8,ARP3,20:40,21:30,I,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,F1705,ARP6,ARP3,20:40,21:40,F,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,A1168,ARP3,ARP7,20:50,21:40,A,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,A1181,ARP12,ARP3,21:10,22:00,A,,,,,Y,,Y,20190331,20191026,N
S19,L1810,ARP3,ARP4,21:10,22:10,L,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,F1706,ARP3,ARP6,21:15,22:25,F,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,I1560,ARP3,ARP6,21:30,22:40,I,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,J1413,ARP4,ARP15,6:55,8:05,J,Y,,,,Y,,,20190331,20191026,N
S19,J1413,ARP4,ARP15,7:10,8:15,J,,Y,Y,Y,,Y,Y,20190331,20191026,N
S19,J1416,ARP15,ARP4,19:35,20:35,J,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,I1564,ARP3,ARP2,12:40,13:40,I,,,Y,,,Y,,20190624,20191026,N
S19,A1533,ARP15,ARP2,6:30,7:30,A,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,B1101,ARP2,ARP3,6:50,7:55,B,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,A1532,ARP2,ARP15,7:00,8:00,A,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,F1901,ARP2,ARP3,7:00,8:00,F,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,J1405,ARP2,ARP15,7:05,8:10,J,Y,,,Y,,,,20190701,20190829,N
S19,J1405,ARP2,ARP15,7:05,8:10,J,,Y,Y,,Y,Y,Y,20190702,20190901,N
S19,J1405,ARP2,ARP15,7:05,8:10,J,Y,Y,Y,Y,Y,Y,Y,20190902,20191026,N
S19,J1004,ARP2,ARP3,7:05,8:05,J,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,B1107,ARP2,ARP3,7:20,8:35,B,Y,,,,,,Y,20190331,20191026,N
S19,B1107,ARP2,ARP3,7:30,8:35,B,,Y,,,,Y,,20190331,20191026,N
S19,I1561,ARP2,ARP3,7:30,8:35,I,,,,,Y,,,20190513,20191026,N
S19,I1561,ARP2,ARP3,7:30,8:35,I,,Y,,,,,,20190527,20191026,N
S19,J1006,ARP2,ARP3,7:35,8:35,J,Y,,,,Y,Y,Y,20190729,20190804,N
S19,I1561,ARP2,ARP3,7:35,8:35,I,Y,,Y,Y,,Y,Y,20190331,20191026,N
S19,J1006,ARP2,ARP3,7:35,8:35,J,,,,Y,,,,20190808,20191024,N
S19,J1006,ARP2,ARP3,7:35,8:35,J,,Y,Y,Y,Y,Y,,20190604,20190801,N
S19,J1006,ARP2,ARP3,7:35,8:35,J,Y,Y,Y,,Y,Y,Y,20190805,20191026,N
S19,J1006,ARP2,ARP3,7:35,8:35,J,Y,,,,,,Y,20190527,20190728,N
S19,H1913F,ARP7,ARP4,9:05,9:55,H,,,,,,Y,,20190724,20190807,Y
S19,B1107,ARP2,ARP3,7:35,8:35,B,,,Y,Y,Y,,,20190331,20191026,N
S19,B1103,ARP2,ARP3,7:40,8:40,B,,,,,Y,,,20190331,20191026,N
S19,B1133,ARP2,ARP3,7:55,8:55,B,Y,Y,,Y,Y,,Y,20190331,20191026,N
S19,H1522,ARP3,ARP2,8:00,9:00,H,,Y,,,,Y,,20190331,20191026,N
S19,H1503,ARP2,ARP3,8:00,9:00,H,Y,Y,Y,Y,Y,Y,Y,20190331,20190704,N
S19,A1001,ARP2,ARP3,8:05,9:05,A,Y,,,,,,,20190428,20191026,N
S19,J1409,ARP2,ARP15,8:05,9:10,J,,Y,,,,,Y,20190331,20191022,N
S19,J1404,ARP15,ARP2,8:25,9:30,J,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,B1100,ARP3,ARP2,8:30,9:30,B,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,B1136,ARP3,ARP2,8:40,9:40,B,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,A1001,ARP2,ARP3,8:55,9:55,A,,,,,,,Y,20190428,20191026,N
S19,J1005,ARP3,ARP2,9:00,10:00,J,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,A1001,ARP2,ARP3,9:00,10:05,A,,,,Y,,,,20190428,20191026,N
S19,B1106,ARP3,ARP2,9:10,10:10,B,,Y,Y,Y,,Y,,20190331,20191026,N
S19,H1505,ARP2,ARP3,9:10,10:10,H,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,B1102,ARP3,ARP2,9:15,10:15,B,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,B1106,ARP3,ARP2,9:20,10:30,B,,,,,Y,,,20190630,20191026,N
S19,B1106,ARP3,ARP2,9:35,10:30,B,Y,,,,,,Y,20190630,20191026,N
S19,F1904,ARP3,ARP2,10:05,11:05,F,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,J1008,ARP2,ARP3,10:10,11:10,J,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,I1562,ARP3,ARP2,10:30,11:30,I,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,A1006,ARP3,ARP2,10:35,11:40,A,,,,Y,,,,20190428,20191026,N
S19,B1104,ARP3,ARP2,10:40,11:30,B,,,,,Y,,,20190331,20191026,N
S19,B1104,ARP3,ARP2,10:40,11:40,B,,Y,,,,,,20190331,20191026,N
S19,L1720,ARP3,ARP1,13:30,14:40,L,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,J1934,ARP9,ARP3,9:05,10:05,J,,,,,,,Y,20190704,20191020,N
S19,H1504,ARP3,ARP2,10:45,11:45,H,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,J1407,ARP2,ARP15,10:50,11:55,J,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,B1183,ARP2,ARP3,11:45,12:45,B,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,B1109,ARP2,ARP3,12:00,13:00,B,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,J1007,ARP3,ARP2,12:00,13:00,J,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,I1563,ARP2,ARP3,12:05,13:05,I,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,H1509,ARP2,ARP3,12:20,13:20,H,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,H1506,ARP3,ARP2,12:55,14:00,H,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,B1111,ARP2,ARP3,13:20,14:20,B,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,B1182,ARP3,ARP2,13:25,14:25,B,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,J1409,ARP2,ARP15,13:30,14:35,J,Y,,Y,,Y,Y,,20190401,20191026,N
S19,B1108,ARP3,ARP2,13:30,14:30,B,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,I1565,ARP2,ARP3,13:35,14:35,I,,,Y,,,,,20190331,20191026,N
S19,M1351,ARP10,ARP2,13:40,14:30,M,Y,,,,,,,20190331,20191026,N
S19,J1010,ARP2,ARP3,13:50,14:50,J,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,M1351,ARP10,ARP2,13:55,14:55,M,,,,,Y,,,20190331,20191026,N
S19,M1351,ARP10,ARP2,14:00,15:00,M,,,,,,Y,Y,20190331,20191026,N
S19,H1508,ARP3,ARP2,14:05,15:00,H,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,H1511,ARP2,ARP3,14:30,15:35,H,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,A1006,ARP3,ARP2,14:35,15:35,A,,,,,,,Y,20190428,20191026,N
S19,B1115,ARP2,ARP3,14:40,15:40,B,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,B1110,ARP3,ARP2,14:55,16:05,B,,,,Y,,,,20190331,20191026,N
S19,B1110,ARP3,ARP2,14:55,16:00,B,Y,Y,Y,,Y,Y,Y,20190331,20191026,N
S19,B1113,ARP2,ARP3,15:00,15:55,B,Y,Y,,,Y,Y,,20190331,20191026,N
S19,B1113,ARP2,ARP3,15:00,15:55,B,,,Y,Y,,,Y,20190331,20191026,N
S19,J1014,ARP2,ARP3,15:05,16:00,J,,Y,,Y,,Y,,20190402,20191026,N
S19,H1201,ARP2,ARP1,7:30,8:25,H,Y,,Y,,Y,,Y,20190705,20191026,N
S19,J1014,ARP2,ARP3,15:10,16:10,J,,,,,Y,,Y,20190331,20191025,N
S19,H1513,ARP2,ARP3,15:30,16:30,H,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,H1510,ARP3,ARP2,15:30,16:35,H,Y,Y,,Y,Y,Y,Y,20190331,20191026,N
S19,H1510,ARP3,ARP2,15:30,16:30,H,,,Y,,,,,20190331,20191026,N
S19,A1534,ARP2,ARP15,16:00,17:05,A,,,Y,,,,,20190331,20191026,N
S19,A1534,ARP2,ARP15,16:05,17:00,A,Y,,,,,,,20190716,20191026,N
S19,J1016,ARP2,ARP3,16:20,17:20,J,,Y,,Y,,Y,,20190402,20191026,N
S19,A1534,ARP2,ARP15,16:30,17:30,A,,,,Y,Y,,Y,20190331,20191026,N
S19,B1112,ARP3,ARP2,16:30,17:30,B,Y,Y,,,Y,Y,,20190331,20191026,N
S19,A1534,ARP2,ARP15,16:30,17:30,A,Y,,,,,,,20190331,20190715,N
S19,B1112,ARP3,ARP2,16:30,17:30,B,,,Y,Y,,,Y,20190331,20191026,N
S19,J1411,ARP2,ARP15,16:30,17:40,J,Y,Y,Y,Y,Y,Y,Y,20190601,20191026,N
S19,B1132,ARP3,ARP2,16:45,17:50,B,Y,,Y,Y,,Y,Y,20190331,20191026,N
S19,J1009,ARP3,ARP2,16:50,17:50,J,,,,,Y,,Y,20190331,20191025,N
S19,H1525,ARP2,ARP3,16:55,17:55,H,,Y,,,,Y,,20190331,20191026,N
S19,B1173,ARP2,ARP3,17:00,18:05,B,Y,,,,Y,Y,,20190331,20191026,N
S19,B1117,ARP2,ARP3,17:00,18:00,B,,,,,,Y,Y,20190331,20191026,N
S19,I1566,ARP3,ARP2,17:05,18:05,I,,,,Y,,,,20190331,20191026,N
S19,B1117,ARP2,ARP3,17:05,18:00,B,Y,,Y,Y,,,,20190331,20191026,N
S19,H1515,ARP2,ARP3,17:05,18:00,H,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,J1408,ARP15,ARP2,17:15,18:20,J,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,I1566,ARP3,ARP2,17:25,18:25,I,Y,Y,Y,,Y,Y,Y,20190331,20191026,N
S19,B1135,ARP2,ARP3,17:30,18:30,B,,,Y,,,,,20190331,20191026,N
S19,B1135,ARP2,ARP3,17:35,18:30,B,Y,Y,,,Y,Y,,20190331,20191026,N
S19,J1011,ARP3,ARP2,17:40,18:40,J,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,B1139,ARP2,ARP3,17:55,18:55,B,Y,Y,Y,Y,,Y,Y,20190331,20191026,N
S19,L1712,ARP1,ARP3,11:35,12:45,L,Y,Y,Y,Y,Y,Y,Y,20190401,20191026,N
S19,L1710,ARP3,ARP1,11:05,12:15,L,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,L1812,ARP3,ARP4,11:00,12:00,L,,Y,,Y,,Y,,20190723,20190831,Y
S19,L1814,ARP3,ARP4,17:55,18:55,L,,,,,Y,,,20190723,20190831,Y
S19,L1726,ARP1,ARP3,16:20,17:30,L,Y,Y,Y,Y,Y,Y,Y,20190401,20191026,N
S19,J1013,ARP3,ARP2,18:00,19:00,J,,Y,,Y,,Y,,20190402,20191026,N
S19,J1406,ARP15,ARP2,18:25,19:30,J,Y,Y,,Y,Y,Y,Y,20190331,20191026,N
S19,A1534,ARP2,ARP15,18:30,19:30,A,,Y,,,,Y,,20190331,20191026,N
S19,I1567,ARP2,ARP3,18:30,19:45,I,,,,Y,,,,20190331,20191026,N
S19,H1514,ARP3,ARP2,18:30,19:25,H,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,J1018,ARP2,ARP3,18:30,19:30,J,,,,,Y,,Y,20190331,20191025,N
S19,B1116,ARP3,ARP2,18:35,19:35,B,,,,,,Y,Y,20190331,20191026,N
S19,B1116,ARP3,ARP2,18:35,19:30,B,Y,,Y,Y,,,,20190331,20191026,N
S19,I1568,ARP3,ARP2,18:40,19:30,I,,,Y,,,,,20190331,20191026,N
S19,B1172,ARP3,ARP2,18:40,19:40,B,,,,,Y,Y,,20190331,20191026,N
S19,B1172,ARP3,ARP2,18:40,19:30,B,Y,,,,,,,20190331,20191026,N
S19,I1567,ARP2,ARP3,19:00,19:55,I,Y,Y,Y,,Y,Y,Y,20190331,20191026,N
S19,B1134,ARP3,ARP2,19:05,20:05,B,,,,,,Y,,20190331,20191026,N
S19,I1568,ARP3,ARP2,19:05,20:00,I,Y,Y,,Y,Y,,,20190331,20191026,N
S19,I1568,ARP3,ARP2,19:05,20:05,I,,,,,,,Y,20190331,20191026,N
S19,B1134,ARP3,ARP2,19:05,20:00,B,,,Y,,,,,20190331,20191026,N
S19,I1568,ARP3,ARP2,19:10,20:10,I,,,,,,Y,,20190331,20191026,N
S19,J1020,ARP2,ARP3,19:10,20:10,J,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,A1531,ARP15,ARP2,19:20,20:20,A,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,J1410,ARP15,ARP2,19:35,20:40,J,,,Y,,,,Y,20190529,20190828,N
S19,J1410,ARP15,ARP2,19:35,20:40,J,Y,Y,,Y,Y,Y,,20190527,20190824,N
S19,B1138,ARP3,ARP2,19:35,20:30,B,Y,Y,Y,Y,,Y,Y,20190331,20191026,N
S19,J1410,ARP15,ARP2,19:35,20:40,J,Y,Y,,Y,Y,Y,Y,20190826,20190901,N
S19,J1410,ARP15,ARP2,19:35,20:40,J,Y,Y,Y,Y,Y,Y,Y,20190902,20191026,N
S19,A1002,ARP3,ARP2,19:40,20:30,A,Y,,,,,,,20190428,20191026,N
S19,B1131,ARP2,ARP3,19:45,20:45,B,,,Y,,,Y,Y,20190331,20191026,N
S19,B1118,ARP3,ARP2,19:55,21:05,B,,Y,Y,,Y,Y,Y,20190331,20191026,N
S19,L1716,ARP1,ARP3,12:15,13:25,L,,Y,,Y,,Y,,20190401,20191026,N
S19,I1565,ARP2,ARP3,14:00,15:00,I,Y,,,,,,Y,20190624,20191026,N
S19,J1934,ARP9,ARP3,9:05,10:05,J,,,,,Y,,,20190704,20191018,N
S19,J1015,ARP3,ARP2,20:00,21:05,J,,,,Y,,,,20190801,20190829,N
S19,J1015,ARP3,ARP2,20:00,21:05,J,,,Y,Y,,,,20190904,20191024,N
S19,J1015,ARP3,ARP2,20:00,21:05,J,,,Y,,,,,20190807,20190828,N
S19,J1015,ARP3,ARP2,20:00,21:00,J,Y,Y,,,Y,Y,Y,20190805,20191026,N
S19,J1015,ARP3,ARP2,20:00,21:00,J,Y,,,,,,,20190520,20190729,N
S19,J1015,ARP3,ARP2,20:00,21:05,J,,,Y,Y,,,,20190522,20190731,N
S19,J1015,ARP3,ARP2,20:00,21:00,J,,Y,,,Y,Y,Y,20190521,20190804,N
S19,H1516,ARP3,ARP2,20:05,21:05,H,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,J1017,ARP3,ARP2,20:30,21:30,J,,,,,,,Y,20190331,20191020,N
S19,J1017,ARP3,ARP2,20:30,21:35,J,,,,,Y,,,20190405,20191025,N
S19,J1019,ARP3,ARP2,20:45,21:45,J,Y,,Y,,Y,,,20190520,20191025,N
S19,J1021,ARP3,ARP2,21:05,22:05,J,Y,Y,Y,Y,,Y,,20190527,20190727,N
S19,J1021,ARP3,ARP2,21:05,22:05,J,,,,,Y,,Y,20190531,20190802,N
S19,J1021,ARP3,ARP2,21:05,22:05,J,Y,Y,Y,Y,,Y,Y,20190729,20191026,N
S19,J1021,ARP3,ARP2,21:05,22:05,J,,,,,Y,,,20190809,20191025,N
S19,L1801,ARP4,ARP3,6:20,7:20,L,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,A1161,ARP7,ARP3,6:20,7:10,A,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,L1803,ARP4,ARP3,6:30,7:30,L,,,Y,,,,,20190331,20191026,N
S19,L1931,ARP7,ARP3,6:40,7:30,L,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,A1231,ARP6,ARP3,6:55,8:00,A,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,J1803,ARP3,ARP4,7:00,8:05,J,Y,,,Y,,,,20190520,20191024,N
S19,I1592,ARP3,ARP8,7:20,8:10,I,Y,Y,Y,Y,Y,Y,Y,20190331,20190831,N
S19,I1551,ARP6,ARP3,7:25,8:35,I,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,J1805,ARP3,ARP4,7:35,8:40,J,,,Y,Y,Y,Y,Y,20190605,20191026,N
S19,J1805,ARP3,ARP4,7:35,8:40,J,Y,Y,,,,,,20190429,20191022,N
S19,F1701,ARP6,ARP3,7:50,8:50,F,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,H1852,ARP3,ARP6,7:55,9:05,H,Y,Y,Y,Y,Y,Y,Y,20190922,20191011,N
S19,H1852,ARP3,ARP6,7:55,9:05,H,Y,Y,Y,Y,Y,Y,Y,20190714,20190920,N
S19,H1852,ARP3,ARP6,7:55,9:05,H,Y,Y,Y,Y,Y,Y,Y,20190615,20190712,N
S19,F1702,ARP3,ARP6,8:00,9:00,F,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,L1802,ARP3,ARP4,8:00,8:55,L,,,Y,,,,,20190331,20191026,N
S19,A1120,ARP3,ARP4,8:00,9:00,A,Y,Y,,Y,Y,Y,Y,20190331,20191026,N
S19,L1902,ARP3,ARP8,8:05,8:55,L,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,A1120,ARP3,ARP4,8:05,9:05,A,,,Y,,,,,20190331,20191026,N
S19,J1954,ARP6,ARP3,8:20,9:25,J,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,H1602,ARP3,ARP8,8:20,9:10,H,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,L1802,ARP3,ARP4,8:25,9:25,L,Y,Y,,Y,Y,Y,Y,20190331,20191026,N
S19,H1701,ARP4,ARP3,8:30,10:05,H,Y,Y,Y,Y,,,,20190331,20190808,N
S19,H1701,ARP4,ARP3,8:30,9:35,H,Y,Y,Y,Y,,,,20190809,20191026,N
S19,B1201,ARP4,ARP3,8:35,9:40,B,,Y,Y,Y,,Y,,20190331,20191026,N
